val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.877749,0.879816,0.878782,1.138938,0.879816,0.000020,2.584259,54.000000,
0.895171,0.893849,0.894510,0.636282,0.893849,0.000018,0.647012,108.000000,
0.899044,0.896885,0.897964,0.456494,0.896885,0.000016,0.628828,162.000000,
0.896191,0.896087,0.896139,0.488910,0.896885,0.000013,0.400125,216.000000,
0.903102,0.900777,0.901940,0.454188,0.900777,0.000011,0.342408,270.000000,
0.907421,0.904743,0.906082,0.435495,0.904743,0.000009,0.353705,324.000000,
0.907887,0.905702,0.906794,0.451641,0.905702,0.000007,0.305281,378.000000,
0.909125,0.906168,0.907647,0.441630,0.906168,0.000004,0.212438,432.000000,
0.910018,0.907509,0.908763,0.406869,0.907509,0.000002,0.186682,486.000000,
0.909630,0.907097,0.908363,0.406514,0.907509,0.000000,0.203968,540.000000,
