val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.507246,0.695746,0.507246,0.000020,0.703648,23.000000,
0.623188,0.683588,0.623188,0.000018,0.707404,46.000000,
0.594203,0.638704,0.623188,0.000016,0.698222,69.000000,
0.637681,0.581234,0.637681,0.000013,0.634774,92.000000,
0.644928,0.542648,0.644928,0.000011,0.587979,115.000000,
0.652174,0.530385,0.652174,0.000009,0.595797,138.000000,
0.666667,0.581338,0.666667,0.000007,0.566173,161.000000,
0.681159,0.572810,0.681159,0.000005,0.464829,184.000000,
0.666667,0.578346,0.681159,0.000003,0.425227,207.000000,
0.666667,0.584072,0.681159,0.000000,0.400658,230.000000,
0.666667,0.584325,0.681159,0.000000,0.425728,234.000000,
