val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.512984,0.454081,0.512984,0.000020,0.517489,80.000000,
0.471983,0.629960,0.512984,0.000018,0.441587,160.000000,
0.584559,0.442549,0.584559,0.000016,0.402928,240.000000,
0.549327,0.488759,0.584559,0.000013,0.283915,320.000000,
0.573574,0.491838,0.584559,0.000011,0.230826,400.000000,
0.601286,0.460750,0.601286,0.000009,0.211076,480.000000,
0.621046,0.588294,0.621046,0.000007,0.191964,560.000000,
0.565172,0.728325,0.621046,0.000005,0.116549,640.000000,
0.586007,0.639764,0.621046,0.000002,0.107066,720.000000,
0.575107,0.765762,0.621046,0.000000,0.083417,800.000000,
0.575107,0.765505,0.621046,0.000000,0.168868,804.000000,
