val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.468259,0.539678,0.468259,0.000020,0.603277,80.000000,
0.464470,0.556082,0.468259,0.000018,0.464982,160.000000,
0.474875,0.517946,0.474875,0.000016,0.415688,240.000000,
0.577504,0.512692,0.577504,0.000013,0.307803,320.000000,
0.582639,0.532768,0.582639,0.000011,0.278842,400.000000,
0.523272,0.509614,0.582639,0.000009,0.274264,480.000000,
0.544471,0.707869,0.582639,0.000007,0.213037,560.000000,
0.544280,0.697089,0.582639,0.000005,0.146986,640.000000,
0.549370,0.808797,0.582639,0.000002,0.116133,720.000000,
0.554877,0.727749,0.582639,0.000000,0.154342,800.000000,
0.554877,0.726888,0.582639,0.000000,0.103354,804.000000,
