val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.514493,0.699410,0.514493,0.000020,0.701682,23.000000,
0.652174,0.653006,0.652174,0.000018,0.682040,46.000000,
0.681159,0.597684,0.681159,0.000016,0.657324,69.000000,
0.652174,0.638200,0.681159,0.000013,0.596047,92.000000,
0.681159,0.573087,0.681159,0.000011,0.547842,115.000000,
0.731884,0.540292,0.731884,0.000009,0.538967,138.000000,
0.724638,0.513170,0.731884,0.000007,0.524971,161.000000,
0.724638,0.522904,0.731884,0.000005,0.411627,184.000000,
0.702899,0.532355,0.731884,0.000003,0.369333,207.000000,
0.710145,0.552404,0.731884,0.000000,0.356328,230.000000,
0.710145,0.551728,0.731884,0.000000,0.354694,234.000000,
