val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.463768,0.730646,0.463768,0.000020,0.771561,23.000000,
0.565217,0.667262,0.565217,0.000018,0.709136,46.000000,
0.630435,0.630031,0.630435,0.000016,0.684173,69.000000,
0.644928,0.572669,0.644928,0.000013,0.664701,92.000000,
0.673913,0.545708,0.673913,0.000011,0.633254,115.000000,
0.688406,0.540015,0.688406,0.000009,0.592873,138.000000,
0.681159,0.533926,0.688406,0.000007,0.562103,161.000000,
0.681159,0.555779,0.688406,0.000005,0.470208,184.000000,
0.695652,0.531662,0.695652,0.000003,0.423707,207.000000,
0.695652,0.515503,0.695652,0.000000,0.447267,230.000000,
0.695652,0.514156,0.695652,0.000000,0.433334,234.000000,
