val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.327834,0.676202,0.327834,0.000020,0.578949,80.000000,
0.000000,0.667894,0.327834,0.000018,0.657821,160.000000,
0.000000,0.690146,0.327834,0.000016,0.609298,240.000000,
0.000000,0.703349,0.327834,0.000013,0.613194,320.000000,
0.000000,0.673754,0.327834,0.000011,0.627848,400.000000,
0.000000,0.667940,0.327834,0.000009,0.612173,480.000000,
0.000000,0.681429,0.327834,0.000007,0.603134,560.000000,
0.000000,0.676517,0.327834,0.000005,0.619886,640.000000,
0.000000,0.678694,0.327834,0.000002,0.617050,720.000000,
0.000000,0.677818,0.327834,0.000000,0.611614,800.000000,
0.000000,0.677793,0.327834,0.000000,0.700659,804.000000,
