val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.543478,0.688720,0.543478,0.000020,0.700405,23.000000,
0.695652,0.556570,0.695652,0.000018,0.670429,46.000000,
0.695652,0.549906,0.695652,0.000016,0.616900,69.000000,
0.710145,0.544871,0.710145,0.000013,0.473830,92.000000,
0.717391,0.509435,0.717391,0.000011,0.394802,115.000000,
0.623188,0.844076,0.717391,0.000009,0.411414,138.000000,
0.702899,0.514851,0.717391,0.000007,0.423917,161.000000,
0.760870,0.580177,0.760870,0.000005,0.233378,184.000000,
0.731884,0.573175,0.760870,0.000003,0.217739,207.000000,
0.746377,0.610039,0.760870,0.000000,0.159334,230.000000,
0.746377,0.607682,0.760870,0.000000,0.142306,234.000000,
