val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.601449,0.653513,0.601449,0.000020,0.737037,23.000000,
0.652174,0.595250,0.652174,0.000018,0.669181,46.000000,
0.449275,0.718887,0.652174,0.000016,0.735495,69.000000,
0.550725,0.635667,0.652174,0.000013,0.692739,92.000000,
0.681159,0.542246,0.681159,0.000011,0.621840,115.000000,
0.637681,0.677198,0.681159,0.000009,0.562362,138.000000,
0.630435,0.559405,0.681159,0.000007,0.539435,161.000000,
0.666667,0.544015,0.681159,0.000005,0.419025,184.000000,
0.688406,0.535655,0.688406,0.000003,0.473764,207.000000,
0.673913,0.611209,0.688406,0.000000,0.397321,230.000000,
0.673913,0.610005,0.688406,0.000000,0.505873,234.000000,
