val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.716656,0.471014,0.000020,0.703956,23.000000,
0.565217,0.653202,0.565217,0.000018,0.737861,46.000000,
0.471014,0.712393,0.565217,0.000016,0.712973,69.000000,
0.528986,0.689568,0.565217,0.000013,0.702053,92.000000,
0.615942,0.614460,0.615942,0.000011,0.691141,115.000000,
0.521739,0.732788,0.615942,0.000009,0.681523,138.000000,
0.652174,0.559108,0.652174,0.000007,0.650073,161.000000,
0.695652,0.512359,0.695652,0.000005,0.574395,184.000000,
0.666667,0.504018,0.695652,0.000003,0.525454,207.000000,
0.710145,0.501343,0.710145,0.000000,0.515046,230.000000,
0.717391,0.502336,0.717391,0.000000,0.540898,234.000000,
