val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.623188,0.661870,0.623188,0.000020,0.718001,23.000000,
0.471014,0.710672,0.623188,0.000018,0.718894,46.000000,
0.514493,0.665934,0.623188,0.000016,0.718137,69.000000,
0.528986,0.684589,0.623188,0.000013,0.715822,92.000000,
0.528986,0.683357,0.623188,0.000011,0.709715,115.000000,
0.528986,0.661170,0.623188,0.000009,0.696351,138.000000,
0.528986,0.676111,0.623188,0.000007,0.705339,161.000000,
0.528986,0.680593,0.623188,0.000005,0.697419,184.000000,
0.528986,0.671828,0.623188,0.000003,0.707301,207.000000,
0.528986,0.680614,0.623188,0.000000,0.711680,230.000000,
0.528986,0.680913,0.623188,0.000000,0.726607,234.000000,
