val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.446883,0.553390,0.446883,0.000020,0.610620,80.000000,
0.469485,0.544222,0.469485,0.000018,0.446443,160.000000,
0.556324,0.461472,0.556324,0.000016,0.401211,240.000000,
0.561050,0.449176,0.561050,0.000013,0.322936,320.000000,
0.481626,0.650788,0.561050,0.000011,0.261538,400.000000,
0.551126,0.542234,0.561050,0.000009,0.278397,480.000000,
0.539833,0.672807,0.561050,0.000007,0.221736,560.000000,
0.561050,0.594764,0.561050,0.000005,0.149072,640.000000,
0.539243,0.688884,0.561050,0.000002,0.143941,720.000000,
0.549362,0.686537,0.561050,0.000000,0.145315,800.000000,
0.549362,0.686009,0.561050,0.000000,0.171571,804.000000,
