val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.456522,0.706073,0.456522,0.000020,0.706795,23.000000,
0.536232,0.644732,0.536232,0.000018,0.700691,46.000000,
0.579710,0.638260,0.579710,0.000016,0.678333,69.000000,
0.637681,0.540644,0.637681,0.000013,0.624610,92.000000,
0.681159,0.535135,0.681159,0.000011,0.586160,115.000000,
0.630435,0.582940,0.681159,0.000009,0.550332,138.000000,
0.695652,0.497875,0.695652,0.000007,0.541577,161.000000,
0.688406,0.512657,0.695652,0.000005,0.419370,184.000000,
0.717391,0.505644,0.717391,0.000003,0.424450,207.000000,
0.688406,0.508807,0.717391,0.000000,0.416253,230.000000,
0.695652,0.509020,0.717391,0.000000,0.423202,234.000000,
