val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.395089,0.622151,0.395089,0.000020,0.593603,80.000000,
0.285862,0.622873,0.395089,0.000018,0.550358,160.000000,
0.418214,0.532798,0.418214,0.000016,0.530849,240.000000,
0.000000,0.666603,0.418214,0.000013,0.608355,320.000000,
0.000000,0.664550,0.418214,0.000011,0.628925,400.000000,
0.000000,0.680412,0.418214,0.000009,0.614943,480.000000,
0.000000,0.689387,0.418214,0.000007,0.626021,560.000000,
0.000000,0.671175,0.418214,0.000005,0.634572,640.000000,
0.000000,0.684429,0.418214,0.000002,0.600295,720.000000,
0.000000,0.676519,0.418214,0.000000,0.618988,800.000000,
0.000000,0.676506,0.418214,0.000000,0.576339,804.000000,
