val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.888437,0.471014,0.000020,0.870745,23.000000,
0.615942,0.634309,0.615942,0.000018,0.699457,46.000000,
0.500000,0.766762,0.615942,0.000016,0.669520,69.000000,
0.710145,0.554442,0.710145,0.000013,0.629529,92.000000,
0.652174,0.536539,0.710145,0.000011,0.561817,115.000000,
0.702899,0.518068,0.710145,0.000009,0.575218,138.000000,
0.681159,0.518536,0.710145,0.000007,0.520393,161.000000,
0.702899,0.533788,0.710145,0.000005,0.427775,184.000000,
0.695652,0.508706,0.710145,0.000003,0.405894,207.000000,
0.717391,0.503986,0.717391,0.000000,0.397870,230.000000,
0.717391,0.503488,0.717391,0.000000,0.422331,234.000000,
