val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.594203,0.586939,0.594203,0.000020,0.701240,23.000000,
0.615942,0.607431,0.615942,0.000018,0.634461,46.000000,
0.652174,0.540939,0.652174,0.000016,0.711401,69.000000,
0.710145,0.558718,0.710145,0.000013,0.547945,92.000000,
0.695652,0.556897,0.710145,0.000011,0.479536,115.000000,
0.739130,0.573414,0.739130,0.000009,0.405399,138.000000,
0.710145,0.545006,0.739130,0.000007,0.439683,161.000000,
0.710145,0.604630,0.739130,0.000005,0.304128,184.000000,
0.710145,0.656237,0.739130,0.000003,0.218324,207.000000,
0.717391,0.648931,0.739130,0.000000,0.259046,230.000000,
0.724638,0.648473,0.739130,0.000000,0.211035,234.000000,
