val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.923244,0.471014,0.000020,0.733804,23.000000,
0.623188,0.617778,0.623188,0.000018,0.683279,46.000000,
0.688406,0.494822,0.688406,0.000016,0.628664,69.000000,
0.702899,0.561755,0.702899,0.000013,0.484105,92.000000,
0.710145,0.570959,0.710145,0.000011,0.485717,115.000000,
0.702899,0.478143,0.710145,0.000009,0.445437,138.000000,
0.724638,0.471268,0.724638,0.000007,0.366358,161.000000,
0.724638,0.555887,0.724638,0.000005,0.245567,184.000000,
0.710145,0.553752,0.724638,0.000003,0.246050,207.000000,
0.731884,0.547090,0.731884,0.000000,0.251772,230.000000,
0.731884,0.547918,0.731884,0.000000,0.156497,234.000000,
