val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.809081,0.824536,0.816808,0.825441,0.824536,0.000020,3.099971,54.000000,
0.877848,0.875509,0.876678,0.546627,0.875509,0.000018,0.799084,108.000000,
0.885557,0.887571,0.886564,0.533350,0.887571,0.000016,0.606232,162.000000,
0.901565,0.902213,0.901889,0.442855,0.902213,0.000013,0.469659,216.000000,
0.895216,0.899784,0.897500,0.458182,0.902213,0.000011,0.404490,270.000000,
0.903688,0.902684,0.903186,0.430298,0.902684,0.000009,0.405239,324.000000,
0.904564,0.902917,0.903740,0.454066,0.902917,0.000007,0.329386,378.000000,
0.901237,0.903476,0.902357,0.445113,0.903476,0.000004,0.266682,432.000000,
0.902724,0.903869,0.903297,0.431320,0.903869,0.000002,0.255389,486.000000,
0.903422,0.904548,0.903985,0.442611,0.904548,0.000000,0.255931,540.000000,
