val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.323584,0.614347,0.323584,0.000020,0.621040,80.000000,
0.550376,0.443667,0.550376,0.000018,0.497637,160.000000,
0.517968,0.468493,0.550376,0.000016,0.407670,240.000000,
0.555068,0.446306,0.555068,0.000013,0.286152,320.000000,
0.597972,0.429375,0.597972,0.000011,0.274664,400.000000,
0.590461,0.459407,0.597972,0.000009,0.270837,480.000000,
0.591865,0.568580,0.597972,0.000007,0.197579,560.000000,
0.601262,0.579003,0.601262,0.000005,0.124063,640.000000,
0.586007,0.594857,0.601262,0.000002,0.119947,720.000000,
0.585517,0.637568,0.601262,0.000000,0.128275,800.000000,
0.585517,0.637920,0.601262,0.000000,0.143024,804.000000,
