val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.514493,0.682434,0.514493,0.000020,0.747159,23.000000,
0.565217,0.675937,0.565217,0.000018,0.696591,46.000000,
0.615942,0.624965,0.615942,0.000016,0.661852,69.000000,
0.695652,0.660682,0.695652,0.000013,0.601661,92.000000,
0.702899,0.667460,0.702899,0.000011,0.584740,115.000000,
0.695652,0.716538,0.702899,0.000009,0.527777,138.000000,
0.659420,0.588108,0.702899,0.000007,0.515746,161.000000,
0.739130,0.591792,0.739130,0.000005,0.400574,184.000000,
0.717391,0.579899,0.739130,0.000003,0.369407,207.000000,
0.724638,0.602407,0.739130,0.000000,0.375633,230.000000,
0.724638,0.602350,0.739130,0.000000,0.297506,234.000000,
