val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.866957,0.863049,0.865003,0.941409,0.863049,0.000020,2.311228,54.000000,
0.886278,0.885319,0.885798,0.570874,0.885319,0.000018,0.674846,108.000000,
0.896109,0.894593,0.895351,0.461497,0.894593,0.000016,0.589966,162.000000,
0.899190,0.899186,0.899188,0.443518,0.899186,0.000013,0.400910,216.000000,
0.901719,0.900482,0.901101,0.456873,0.900482,0.000011,0.332702,270.000000,
0.904368,0.903669,0.904019,0.449875,0.903669,0.000009,0.334405,324.000000,
0.907402,0.906013,0.906708,0.451254,0.906013,0.000007,0.317589,378.000000,
0.907527,0.906917,0.907222,0.411260,0.906917,0.000004,0.218916,432.000000,
0.905146,0.904202,0.904674,0.452442,0.906917,0.000002,0.190587,486.000000,
0.906694,0.905246,0.905970,0.423131,0.906917,0.000000,0.187683,540.000000,
