val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.594203,0.615401,0.594203,0.000020,0.676783,23.000000,
0.608696,0.571719,0.608696,0.000018,0.654327,46.000000,
0.681159,0.520506,0.681159,0.000016,0.624873,69.000000,
0.659420,0.733603,0.681159,0.000013,0.512407,92.000000,
0.702899,0.527627,0.702899,0.000011,0.507252,115.000000,
0.695652,0.535065,0.702899,0.000009,0.494376,138.000000,
0.695652,0.543851,0.702899,0.000007,0.379073,161.000000,
0.688406,0.610037,0.702899,0.000005,0.253444,184.000000,
0.681159,0.679866,0.702899,0.000003,0.215942,207.000000,
0.710145,0.645548,0.710145,0.000000,0.215134,230.000000,
0.710145,0.644177,0.710145,0.000000,0.250965,234.000000,
