val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.524905,0.504384,0.524905,0.000020,0.526895,80.000000,
0.395089,0.579285,0.524905,0.000018,0.454801,160.000000,
0.492038,0.507742,0.524905,0.000016,0.403435,240.000000,
0.581809,0.455653,0.581809,0.000013,0.307987,320.000000,
0.601262,0.536179,0.601262,0.000011,0.219827,400.000000,
0.570299,0.559053,0.601262,0.000009,0.207241,480.000000,
0.586352,0.667749,0.601262,0.000007,0.199346,560.000000,
0.555471,0.621630,0.601262,0.000005,0.141738,640.000000,
0.559719,0.748097,0.601262,0.000002,0.108681,720.000000,
0.549327,0.812956,0.601262,0.000000,0.083638,800.000000,
0.554516,0.812934,0.601262,0.000000,0.085080,804.000000,
