val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.579710,0.682050,0.579710,0.000020,0.722542,23.000000,
0.594203,0.673033,0.594203,0.000018,0.687730,46.000000,
0.608696,0.612952,0.608696,0.000016,0.673424,69.000000,
0.702899,0.605022,0.702899,0.000013,0.605565,92.000000,
0.724638,0.610641,0.724638,0.000011,0.512942,115.000000,
0.673913,0.563336,0.724638,0.000009,0.542924,138.000000,
0.731884,0.603821,0.731884,0.000007,0.509286,161.000000,
0.688406,0.606556,0.731884,0.000005,0.436480,184.000000,
0.681159,0.593400,0.731884,0.000003,0.375876,207.000000,
0.717391,0.597137,0.731884,0.000000,0.388797,230.000000,
0.717391,0.596973,0.731884,0.000000,0.351907,234.000000,
