val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.579710,0.689205,0.579710,0.000020,0.721539,23.000000,
0.579710,0.682887,0.579710,0.000018,0.701657,46.000000,
0.586957,0.701007,0.586957,0.000016,0.673457,69.000000,
0.630435,0.600343,0.630435,0.000013,0.639164,92.000000,
0.644928,0.567974,0.644928,0.000011,0.567797,115.000000,
0.724638,0.534619,0.724638,0.000009,0.571489,138.000000,
0.731884,0.510753,0.731884,0.000007,0.510616,161.000000,
0.739130,0.487834,0.739130,0.000005,0.417999,184.000000,
0.724638,0.514656,0.739130,0.000003,0.402570,207.000000,
0.717391,0.545872,0.739130,0.000000,0.366422,230.000000,
0.710145,0.538549,0.739130,0.000000,0.369930,234.000000,
