val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.696204,0.471014,0.000020,0.706074,23.000000,
0.615942,0.660039,0.615942,0.000018,0.689385,46.000000,
0.702899,0.655573,0.702899,0.000016,0.682263,69.000000,
0.652174,0.591276,0.702899,0.000013,0.627365,92.000000,
0.659420,0.568903,0.702899,0.000011,0.596327,115.000000,
0.666667,0.570579,0.702899,0.000009,0.519897,138.000000,
0.702899,0.578116,0.702899,0.000007,0.490564,161.000000,
0.710145,0.570467,0.710145,0.000005,0.414180,184.000000,
0.702899,0.588230,0.710145,0.000003,0.396913,207.000000,
0.702899,0.583467,0.710145,0.000000,0.348174,230.000000,
0.702899,0.582160,0.710145,0.000000,0.341078,234.000000,
