val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.543478,0.668309,0.543478,0.000020,0.706729,23.000000,
0.521739,0.651467,0.543478,0.000018,0.708422,46.000000,
0.528986,0.707783,0.543478,0.000016,0.724801,69.000000,
0.528986,0.694536,0.543478,0.000013,0.702913,92.000000,
0.608696,0.652212,0.608696,0.000011,0.694112,115.000000,
0.673913,0.647217,0.673913,0.000009,0.691697,138.000000,
0.666667,0.551498,0.673913,0.000007,0.633528,161.000000,
0.623188,0.705391,0.673913,0.000005,0.533898,184.000000,
0.623188,0.683375,0.673913,0.000003,0.499221,207.000000,
0.652174,0.616164,0.673913,0.000000,0.486786,230.000000,
0.652174,0.617685,0.673913,0.000000,0.527463,234.000000,
