val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.726726,0.528986,0.000020,0.712759,23.000000,
0.673913,0.629210,0.673913,0.000018,0.679178,46.000000,
0.615942,0.605532,0.673913,0.000016,0.646780,69.000000,
0.637681,0.581964,0.673913,0.000013,0.554172,92.000000,
0.688406,0.577698,0.688406,0.000011,0.487650,115.000000,
0.673913,0.561123,0.688406,0.000009,0.468230,138.000000,
0.724638,0.557401,0.724638,0.000007,0.432777,161.000000,
0.739130,0.565426,0.739130,0.000005,0.311477,184.000000,
0.710145,0.579864,0.739130,0.000003,0.299410,207.000000,
0.695652,0.576746,0.739130,0.000000,0.321086,230.000000,
0.695652,0.576819,0.739130,0.000000,0.294123,234.000000,
