val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.601449,0.605544,0.601449,0.000020,0.697163,23.000000,
0.630435,0.584778,0.630435,0.000018,0.637527,46.000000,
0.688406,0.522451,0.688406,0.000016,0.598401,69.000000,
0.673913,0.632453,0.688406,0.000013,0.527799,92.000000,
0.673913,0.584960,0.688406,0.000011,0.474373,115.000000,
0.695652,0.571124,0.695652,0.000009,0.432253,138.000000,
0.688406,0.585910,0.695652,0.000007,0.376848,161.000000,
0.731884,0.691035,0.731884,0.000005,0.210923,184.000000,
0.717391,0.717063,0.731884,0.000003,0.232354,207.000000,
0.731884,0.709651,0.731884,0.000000,0.231197,230.000000,
0.724638,0.708464,0.731884,0.000000,0.277824,234.000000,
