val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.488615,0.464644,0.488615,0.000020,0.561199,80.000000,
0.475178,0.641097,0.488615,0.000018,0.445854,160.000000,
0.461703,0.661089,0.488615,0.000016,0.404350,240.000000,
0.518750,0.480457,0.518750,0.000013,0.293289,320.000000,
0.583864,0.509831,0.583864,0.000011,0.227938,400.000000,
0.534739,0.621795,0.583864,0.000009,0.237570,480.000000,
0.559719,0.752090,0.583864,0.000007,0.210705,560.000000,
0.570038,0.662556,0.583864,0.000005,0.106150,640.000000,
0.591453,0.664841,0.591453,0.000002,0.111987,720.000000,
0.580414,0.722326,0.591453,0.000000,0.116924,800.000000,
0.580414,0.721755,0.591453,0.000000,0.273185,804.000000,
