val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.463959,0.555734,0.463959,0.000020,0.593562,80.000000,
0.435302,0.517357,0.463959,0.000018,0.456384,160.000000,
0.528428,0.497604,0.528428,0.000016,0.376951,240.000000,
0.565172,0.589336,0.565172,0.000013,0.287658,320.000000,
0.553537,0.525178,0.565172,0.000011,0.215801,400.000000,
0.540473,0.588383,0.565172,0.000009,0.242711,480.000000,
0.580230,0.884665,0.580230,0.000007,0.173141,560.000000,
0.600590,0.693735,0.600590,0.000005,0.136376,640.000000,
0.587231,0.678673,0.600590,0.000002,0.113845,720.000000,
0.588348,0.671014,0.600590,0.000000,0.092234,800.000000,
0.588348,0.670683,0.600590,0.000000,0.112481,804.000000,
