val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.486198,0.471482,0.486198,0.000020,0.544958,80.000000,
0.556798,0.479231,0.556798,0.000018,0.446813,160.000000,
0.512514,0.440593,0.556798,0.000016,0.425655,240.000000,
0.524811,0.979099,0.556798,0.000013,0.279393,320.000000,
0.544157,0.498469,0.556798,0.000011,0.228104,400.000000,
0.565820,0.506797,0.565820,0.000009,0.213803,480.000000,
0.570167,0.816480,0.570167,0.000007,0.177968,560.000000,
0.544280,0.673779,0.570167,0.000005,0.114268,640.000000,
0.600970,0.698059,0.600970,0.000002,0.108408,720.000000,
0.575298,0.739440,0.600970,0.000000,0.103802,800.000000,
0.575298,0.740511,0.600970,0.000000,0.036473,804.000000,
