val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.458884,0.472247,0.458884,0.000020,0.565675,80.000000,
0.340349,0.633438,0.458884,0.000018,0.558163,160.000000,
0.000000,0.705451,0.458884,0.000016,0.614459,240.000000,
0.426467,0.584669,0.458884,0.000013,0.583984,320.000000,
0.523453,0.535560,0.523453,0.000011,0.444951,400.000000,
0.554562,0.466407,0.554562,0.000009,0.403818,480.000000,
0.570974,0.453952,0.570974,0.000007,0.365155,560.000000,
0.602521,0.460801,0.602521,0.000005,0.277211,640.000000,
0.570038,0.453689,0.602521,0.000002,0.274392,720.000000,
0.590894,0.511067,0.602521,0.000000,0.267891,800.000000,
0.590894,0.511107,0.602521,0.000000,0.493691,804.000000,
