val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.869651,0.864348,0.867000,0.593423,0.864348,0.000020,2.785121,54.000000,
0.888209,0.887475,0.887842,0.511932,0.887475,0.000018,0.733931,108.000000,
0.893000,0.894813,0.893906,0.523250,0.894813,0.000016,0.552054,162.000000,
0.898390,0.897650,0.898020,0.474957,0.897650,0.000013,0.441402,216.000000,
0.898506,0.897154,0.897830,0.457667,0.897650,0.000011,0.354404,270.000000,
0.899766,0.899691,0.899728,0.508535,0.899691,0.000009,0.380448,324.000000,
0.902871,0.903089,0.902980,0.454956,0.903089,0.000007,0.295481,378.000000,
0.903332,0.901590,0.902461,0.427870,0.903089,0.000004,0.205644,432.000000,
0.903833,0.902467,0.903150,0.443338,0.903089,0.000002,0.211192,486.000000,
0.905284,0.903965,0.904625,0.436242,0.903965,0.000000,0.203914,540.000000,
