val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.439935,0.631737,0.439935,0.000020,0.536208,80.000000,
0.522047,0.459451,0.522047,0.000018,0.456961,160.000000,
0.544120,0.478702,0.544120,0.000016,0.433270,240.000000,
0.573313,0.433668,0.573313,0.000013,0.262697,320.000000,
0.550373,0.575647,0.573313,0.000011,0.210409,400.000000,
0.528387,0.560720,0.573313,0.000009,0.231381,480.000000,
0.549362,0.729795,0.573313,0.000007,0.200887,560.000000,
0.590606,0.595954,0.590606,0.000005,0.119051,640.000000,
0.580414,0.790444,0.590606,0.000002,0.096244,720.000000,
0.570006,0.777951,0.590606,0.000000,0.104293,800.000000,
0.570006,0.777838,0.590606,0.000000,0.187889,804.000000,
