val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.721492,0.471014,0.000020,0.740003,23.000000,
0.536232,0.759005,0.536232,0.000018,0.698128,46.000000,
0.637681,0.662855,0.637681,0.000016,0.676917,69.000000,
0.666667,0.627579,0.666667,0.000013,0.649986,92.000000,
0.659420,0.592887,0.666667,0.000011,0.589791,115.000000,
0.637681,0.553482,0.666667,0.000009,0.550081,138.000000,
0.710145,0.533550,0.710145,0.000007,0.541212,161.000000,
0.702899,0.534805,0.710145,0.000005,0.404105,184.000000,
0.688406,0.536229,0.710145,0.000003,0.439630,207.000000,
0.695652,0.565373,0.710145,0.000000,0.390138,230.000000,
0.695652,0.565776,0.710145,0.000000,0.383220,234.000000,
