val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.687313,0.737472,0.712392,1.188557,0.737472,0.000020,7.245942,54.000000,
0.864022,0.874517,0.869269,0.744714,0.874517,0.000018,1.081870,108.000000,
0.888793,0.889672,0.889232,0.511455,0.889672,0.000016,0.799147,162.000000,
0.892106,0.895098,0.893602,0.605473,0.895098,0.000013,0.560903,216.000000,
0.894922,0.892405,0.893664,0.464826,0.895098,0.000011,0.482790,270.000000,
0.897930,0.898677,0.898304,0.434988,0.898677,0.000009,0.453401,324.000000,
0.902849,0.900317,0.901583,0.415473,0.900317,0.000007,0.411565,378.000000,
0.899921,0.899154,0.899538,0.447467,0.900317,0.000004,0.287273,432.000000,
0.901311,0.901536,0.901424,0.422683,0.901536,0.000002,0.279493,486.000000,
0.904023,0.901635,0.902829,0.414529,0.901635,0.000000,0.278957,540.000000,
