val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.671207,0.695276,0.683241,1.306897,0.695276,0.000020,2.686277,54.000000,
0.852740,0.883217,0.867979,0.606592,0.883217,0.000018,0.958225,108.000000,
0.881620,0.880030,0.880825,0.498253,0.883217,0.000016,0.758609,162.000000,
0.891873,0.894736,0.893304,0.458264,0.894736,0.000013,0.566809,216.000000,
0.901903,0.902314,0.902108,0.429265,0.902314,0.000011,0.460966,270.000000,
0.903761,0.903700,0.903730,0.414669,0.903700,0.000009,0.428090,324.000000,
0.905079,0.904075,0.904577,0.409555,0.904075,0.000007,0.350821,378.000000,
0.904258,0.904020,0.904139,0.405219,0.904075,0.000004,0.237792,432.000000,
0.906842,0.905245,0.906044,0.398452,0.905245,0.000002,0.227828,486.000000,
0.904992,0.904600,0.904796,0.405170,0.905245,0.000000,0.242918,540.000000,
