val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.536232,0.714093,0.536232,0.000020,0.786915,23.000000,
0.652174,0.654655,0.652174,0.000018,0.689301,46.000000,
0.615942,0.603121,0.652174,0.000016,0.677896,69.000000,
0.659420,0.556602,0.659420,0.000013,0.601419,92.000000,
0.681159,0.519658,0.681159,0.000011,0.543919,115.000000,
0.724638,0.544711,0.724638,0.000009,0.523978,138.000000,
0.731884,0.505496,0.731884,0.000007,0.474904,161.000000,
0.724638,0.557713,0.731884,0.000005,0.329609,184.000000,
0.731884,0.566624,0.731884,0.000003,0.344862,207.000000,
0.739130,0.548637,0.739130,0.000000,0.309357,230.000000,
0.739130,0.549628,0.739130,0.000000,0.460945,234.000000,
