val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.427195,0.554318,0.427195,0.000020,0.543072,80.000000,
0.512859,0.476503,0.512859,0.000018,0.453221,160.000000,
0.545182,0.608254,0.545182,0.000016,0.392769,240.000000,
0.540473,0.606497,0.545182,0.000013,0.302779,320.000000,
0.565021,0.462962,0.565021,0.000011,0.223759,400.000000,
0.545182,0.617207,0.565021,0.000009,0.234727,480.000000,
0.575166,0.699152,0.575166,0.000007,0.188182,560.000000,
0.590461,0.695145,0.590461,0.000005,0.120947,640.000000,
0.564871,0.825266,0.590461,0.000002,0.088441,720.000000,
0.569983,0.779284,0.590461,0.000000,0.111985,800.000000,
0.569983,0.778817,0.590461,0.000000,0.025972,804.000000,
