val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.161823,0.734154,0.161823,0.000020,0.636398,80.000000,
0.518234,0.486650,0.518234,0.000018,0.521611,160.000000,
0.557871,0.437531,0.557871,0.000016,0.451731,240.000000,
0.579892,0.439890,0.579892,0.000013,0.358389,320.000000,
0.529485,0.530327,0.579892,0.000011,0.311551,400.000000,
0.591865,0.421345,0.591865,0.000009,0.297522,480.000000,
0.581809,0.523027,0.591865,0.000007,0.243092,560.000000,
0.557418,0.605444,0.591865,0.000005,0.164584,640.000000,
0.564895,0.588475,0.591865,0.000002,0.151964,720.000000,
0.565820,0.554245,0.591865,0.000000,0.168676,800.000000,
0.565820,0.554779,0.591865,0.000000,0.176870,804.000000,
