val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.831478,0.846511,0.838994,0.814322,0.846511,0.000020,2.877848,54.000000,
0.870773,0.875885,0.873329,0.557139,0.875885,0.000018,0.885041,108.000000,
0.892446,0.896994,0.894720,0.534748,0.896994,0.000016,0.647576,162.000000,
0.899333,0.901590,0.900462,0.445462,0.901590,0.000013,0.489586,216.000000,
0.898864,0.899310,0.899087,0.432795,0.901590,0.000011,0.366524,270.000000,
0.904156,0.904044,0.904100,0.413519,0.904044,0.000009,0.385133,324.000000,
0.904501,0.906731,0.905616,0.406204,0.906731,0.000007,0.337380,378.000000,
0.906517,0.907978,0.907247,0.404142,0.907978,0.000004,0.223817,432.000000,
0.908621,0.908771,0.908696,0.395040,0.908771,0.000002,0.225628,486.000000,
0.909570,0.909563,0.909567,0.389861,0.909563,0.000000,0.216714,540.000000,
