val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.478261,0.689728,0.478261,0.000020,0.759329,23.000000,
0.565217,0.650884,0.565217,0.000018,0.702081,46.000000,
0.594203,0.600185,0.594203,0.000016,0.701677,69.000000,
0.623188,0.671167,0.623188,0.000013,0.693360,92.000000,
0.630435,0.587629,0.630435,0.000011,0.649405,115.000000,
0.630435,0.594125,0.630435,0.000009,0.605916,138.000000,
0.673913,0.547374,0.673913,0.000007,0.572535,161.000000,
0.673913,0.570337,0.673913,0.000005,0.490672,184.000000,
0.681159,0.589489,0.681159,0.000003,0.501860,207.000000,
0.688406,0.572458,0.688406,0.000000,0.492170,230.000000,
0.688406,0.572922,0.688406,0.000000,0.549345,234.000000,
