val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.424174,0.516192,0.424174,0.000020,0.554360,80.000000,
0.452828,0.534880,0.452828,0.000018,0.459703,160.000000,
0.510153,0.537198,0.510153,0.000016,0.392881,240.000000,
0.609401,0.568671,0.609401,0.000013,0.249037,320.000000,
0.581122,0.515993,0.609401,0.000011,0.235389,400.000000,
0.635666,0.428747,0.635666,0.000009,0.224545,480.000000,
0.625885,0.654276,0.635666,0.000007,0.193043,560.000000,
0.581122,0.794317,0.635666,0.000005,0.116617,640.000000,
0.586629,0.809499,0.635666,0.000002,0.102882,720.000000,
0.595690,0.713255,0.635666,0.000000,0.107857,800.000000,
0.595690,0.711878,0.635666,0.000000,0.088591,804.000000,
