val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.821427,0.832450,0.826938,0.839887,0.832450,0.000020,4.386296,54.000000,
0.869135,0.868491,0.868813,0.593934,0.868491,0.000018,0.906712,108.000000,
0.880693,0.881653,0.881173,0.524537,0.881653,0.000016,0.641109,162.000000,
0.885272,0.884700,0.884986,0.495580,0.884700,0.000013,0.494872,216.000000,
0.889953,0.890701,0.890327,0.493202,0.890701,0.000011,0.376194,270.000000,
0.897235,0.894956,0.896095,0.438177,0.894956,0.000009,0.396124,324.000000,
0.895223,0.894271,0.894747,0.451961,0.894956,0.000007,0.294469,378.000000,
0.896225,0.894210,0.895217,0.464479,0.894956,0.000004,0.192789,432.000000,
0.896674,0.894992,0.895833,0.447095,0.894992,0.000002,0.194555,486.000000,
0.897141,0.895612,0.896377,0.448122,0.895612,0.000000,0.199656,540.000000,
