val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.385162,0.546201,0.385162,0.000020,0.578133,80.000000,
0.364667,0.669718,0.385162,0.000018,0.535416,160.000000,
0.533948,0.515081,0.533948,0.000016,0.524761,240.000000,
0.491098,0.537256,0.533948,0.000013,0.444590,320.000000,
0.497822,0.460980,0.533948,0.000011,0.349921,400.000000,
0.539389,0.471555,0.539389,0.000009,0.360180,480.000000,
0.523716,0.586134,0.539389,0.000007,0.281999,560.000000,
0.565820,0.544866,0.565820,0.000005,0.219743,640.000000,
0.607596,0.496641,0.607596,0.000002,0.215827,720.000000,
0.570974,0.536400,0.607596,0.000000,0.209475,800.000000,
0.570974,0.536349,0.607596,0.000000,0.261994,804.000000,
