val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.870383,0.869568,0.869976,0.602283,0.869568,0.000020,2.745897,54.000000,
0.893411,0.891512,0.892462,0.530421,0.891512,0.000018,0.726571,108.000000,
0.895223,0.894621,0.894922,0.480084,0.894621,0.000016,0.605658,162.000000,
0.905728,0.904449,0.905088,0.648160,0.904449,0.000013,0.413813,216.000000,
0.903231,0.901190,0.902210,0.468207,0.904449,0.000011,0.388206,270.000000,
0.903109,0.901217,0.902163,0.440885,0.904449,0.000009,0.367082,324.000000,
0.905830,0.905582,0.905706,0.487339,0.905582,0.000007,0.279380,378.000000,
0.906545,0.904789,0.905667,0.414970,0.905582,0.000004,0.220164,432.000000,
0.907066,0.905941,0.906503,0.446092,0.905941,0.000002,0.221233,486.000000,
0.906782,0.905544,0.906163,0.421468,0.905941,0.000000,0.201721,540.000000,
