val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.429554,0.554413,0.429554,0.000020,0.562122,80.000000,
0.426455,0.505344,0.429554,0.000018,0.484003,160.000000,
0.476112,0.543682,0.476112,0.000016,0.418397,240.000000,
0.566679,0.529733,0.566679,0.000013,0.324434,320.000000,
0.528554,0.777093,0.566679,0.000011,0.257386,400.000000,
0.524208,0.536943,0.566679,0.000009,0.236788,480.000000,
0.595532,0.751426,0.595532,0.000007,0.207774,560.000000,
0.621126,0.600815,0.621126,0.000005,0.129245,640.000000,
0.595454,0.813253,0.621126,0.000002,0.100086,720.000000,
0.590477,0.732027,0.621126,0.000000,0.126191,800.000000,
0.590477,0.731854,0.621126,0.000000,0.102761,804.000000,
