val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.847686,0.844834,0.846260,0.671084,0.844834,0.000020,3.327733,54.000000,
0.875031,0.880296,0.877663,0.612706,0.880296,0.000018,0.830400,108.000000,
0.858210,0.848457,0.853334,0.603575,0.880296,0.000016,0.666455,162.000000,
0.893777,0.893028,0.893403,0.467110,0.893028,0.000013,0.532892,216.000000,
0.902488,0.902455,0.902471,0.436970,0.902455,0.000011,0.374149,270.000000,
0.907321,0.905819,0.906570,0.414169,0.905819,0.000009,0.374994,324.000000,
0.909687,0.908820,0.909254,0.393480,0.908820,0.000007,0.319005,378.000000,
0.910524,0.909494,0.910009,0.385931,0.909494,0.000004,0.225787,432.000000,
0.912400,0.910918,0.911659,0.376912,0.910918,0.000002,0.213056,486.000000,
0.912207,0.911273,0.911740,0.380303,0.911273,0.000000,0.199845,540.000000,
