val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.820606,0.841085,0.830845,0.787677,0.841085,0.000020,2.141465,54.000000,
0.873707,0.882589,0.878148,0.546121,0.882589,0.000018,0.863360,108.000000,
0.873865,0.887584,0.880724,0.589368,0.887584,0.000016,0.664356,162.000000,
0.893566,0.898033,0.895800,0.460563,0.898033,0.000013,0.481898,216.000000,
0.896395,0.899242,0.897818,0.445574,0.899242,0.000011,0.429858,270.000000,
0.900068,0.896830,0.898449,0.432859,0.899242,0.000009,0.378692,324.000000,
0.904024,0.904570,0.904297,0.433314,0.904570,0.000007,0.328717,378.000000,
0.903915,0.902521,0.903218,0.412260,0.904570,0.000004,0.231825,432.000000,
0.901930,0.903130,0.902530,0.426099,0.904570,0.000002,0.208941,486.000000,
0.904078,0.903472,0.903775,0.419757,0.904570,0.000000,0.221790,540.000000,
