val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.868999,0.869774,0.869387,0.632537,0.869774,0.000020,3.033328,54.000000,
0.885132,0.884197,0.884665,0.624773,0.884197,0.000018,0.708946,108.000000,
0.895764,0.894161,0.894962,0.577017,0.894161,0.000016,0.607735,162.000000,
0.898608,0.896705,0.897657,0.533986,0.896705,0.000013,0.439024,216.000000,
0.901809,0.900635,0.901222,0.525703,0.900635,0.000011,0.366670,270.000000,
0.904798,0.901459,0.903129,0.443881,0.901459,0.000009,0.382135,324.000000,
0.904075,0.902223,0.903149,0.424369,0.902223,0.000007,0.324528,378.000000,
0.905268,0.905222,0.905245,0.442594,0.905222,0.000004,0.227750,432.000000,
0.904569,0.903502,0.904036,0.421332,0.905222,0.000002,0.216112,486.000000,
0.905964,0.903979,0.904972,0.431387,0.905222,0.000000,0.209960,540.000000,
