val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.579710,0.606987,0.579710,0.000020,0.690572,23.000000,
0.659420,0.547921,0.659420,0.000018,0.689659,46.000000,
0.652174,0.652226,0.659420,0.000016,0.642333,69.000000,
0.702899,0.551401,0.702899,0.000013,0.529469,92.000000,
0.724638,0.580798,0.724638,0.000011,0.470222,115.000000,
0.702899,0.537625,0.724638,0.000009,0.426257,138.000000,
0.710145,0.496084,0.724638,0.000007,0.402996,161.000000,
0.710145,0.618656,0.724638,0.000005,0.230669,184.000000,
0.746377,0.606920,0.746377,0.000003,0.214031,207.000000,
0.739130,0.612086,0.746377,0.000000,0.225805,230.000000,
0.739130,0.612278,0.746377,0.000000,0.263202,234.000000,
