val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.854924,0.849773,0.852349,0.610350,0.849773,0.000020,2.269555,54.000000,
0.887190,0.886449,0.886819,0.736254,0.886449,0.000018,0.675022,108.000000,
0.898293,0.898446,0.898370,0.482406,0.898446,0.000016,0.609243,162.000000,
0.895159,0.897599,0.896379,0.539424,0.898446,0.000013,0.435050,216.000000,
0.894180,0.891789,0.892984,0.533152,0.898446,0.000011,0.349669,270.000000,
0.900039,0.900583,0.900311,0.459402,0.900583,0.000009,0.334397,324.000000,
0.902080,0.902198,0.902139,0.441266,0.902198,0.000007,0.301188,378.000000,
0.902415,0.900890,0.901652,0.455878,0.902198,0.000004,0.216907,432.000000,
0.903296,0.901242,0.902269,0.423524,0.902198,0.000002,0.207683,486.000000,
0.904533,0.902600,0.903566,0.436332,0.902600,0.000000,0.192132,540.000000,
