val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.093259,0.094894,0.094076,2.417356,0.094894,0.000020,7.171454,54.000000,
nan,nan,nan,2.284467,0.094894,0.000018,2.194132,108.000000,
nan,nan,nan,2.297820,0.094894,0.000016,2.228845,162.000000,
nan,nan,nan,2.208306,0.094894,0.000013,2.224609,216.000000,
-0.045238,-0.044443,-0.044841,2.335129,0.094894,0.000011,2.215748,270.000000,
nan,nan,nan,2.239603,0.094894,0.000009,2.198136,324.000000,
nan,nan,nan,2.299341,0.094894,0.000007,2.144144,378.000000,
nan,nan,nan,2.359204,0.094894,0.000004,2.111446,432.000000,
nan,nan,nan,2.245648,0.094894,0.000002,2.228937,486.000000,
nan,nan,nan,2.299341,0.094894,0.000000,2.225775,540.000000,
