val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.670281,0.528986,0.000020,0.734044,23.000000,
0.543478,0.632034,0.543478,0.000018,0.702794,46.000000,
0.586957,0.641330,0.586957,0.000016,0.690593,69.000000,
0.637681,0.549753,0.637681,0.000013,0.628356,92.000000,
0.673913,0.522257,0.673913,0.000011,0.583770,115.000000,
0.702899,0.503070,0.702899,0.000009,0.576660,138.000000,
0.688406,0.514325,0.702899,0.000007,0.540218,161.000000,
0.688406,0.567697,0.702899,0.000005,0.410398,184.000000,
0.695652,0.549143,0.702899,0.000003,0.427599,207.000000,
0.688406,0.531709,0.702899,0.000000,0.422415,230.000000,
0.688406,0.531984,0.702899,0.000000,0.372164,234.000000,
