val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.870825,0.868014,0.869420,0.570846,0.868014,0.000020,2.334882,54.000000,
0.883128,0.880567,0.881848,0.603682,0.880567,0.000018,0.724179,108.000000,
0.896585,0.893799,0.895192,0.483955,0.893799,0.000016,0.597353,162.000000,
0.900972,0.900889,0.900930,0.443415,0.900889,0.000013,0.417968,216.000000,
0.903841,0.901618,0.902729,0.423762,0.901618,0.000011,0.342495,270.000000,
0.902034,0.901526,0.901780,0.434068,0.901618,0.000009,0.328097,324.000000,
0.905692,0.904447,0.905069,0.458473,0.904447,0.000007,0.313939,378.000000,
0.907717,0.905950,0.906834,0.410219,0.905950,0.000004,0.211764,432.000000,
0.907330,0.905727,0.906529,0.425730,0.905950,0.000002,0.205221,486.000000,
0.906558,0.905348,0.905953,0.418357,0.905950,0.000000,0.202837,540.000000,
