val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.536232,0.651150,0.536232,0.000020,0.796263,23.000000,
0.565217,0.626543,0.565217,0.000018,0.691718,46.000000,
0.601449,0.649701,0.601449,0.000016,0.695863,69.000000,
0.681159,0.616889,0.681159,0.000013,0.634394,92.000000,
0.688406,0.558671,0.688406,0.000011,0.570688,115.000000,
0.659420,0.566048,0.688406,0.000009,0.573828,138.000000,
0.688406,0.512299,0.688406,0.000007,0.516625,161.000000,
0.688406,0.541817,0.688406,0.000005,0.425042,184.000000,
0.681159,0.534170,0.688406,0.000003,0.375371,207.000000,
0.681159,0.556189,0.688406,0.000000,0.424218,230.000000,
0.681159,0.554035,0.688406,0.000000,0.415626,234.000000,
