val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.565217,0.692979,0.565217,0.000020,0.734596,23.000000,
0.644928,0.554577,0.644928,0.000018,0.683742,46.000000,
0.623188,0.599456,0.644928,0.000016,0.611137,69.000000,
0.666667,0.547576,0.666667,0.000013,0.497567,92.000000,
0.688406,0.627868,0.688406,0.000011,0.430066,115.000000,
0.710145,0.544438,0.710145,0.000009,0.451406,138.000000,
0.717391,0.580777,0.717391,0.000007,0.375492,161.000000,
0.724638,0.661027,0.724638,0.000005,0.225383,184.000000,
0.746377,0.628992,0.746377,0.000003,0.215094,207.000000,
0.753623,0.628048,0.753623,0.000000,0.173324,230.000000,
0.753623,0.627806,0.753623,0.000000,0.155259,234.000000,
