val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.804857,0.816989,0.810923,0.822177,0.816989,0.000020,7.164466,54.000000,
0.859937,0.863541,0.861739,0.717531,0.863541,0.000018,0.977796,108.000000,
0.865202,0.870721,0.867961,0.570892,0.870721,0.000016,0.765250,162.000000,
0.885322,0.886610,0.885966,0.492127,0.886610,0.000013,0.573979,216.000000,
0.876224,0.878924,0.877574,0.563366,0.886610,0.000011,0.510988,270.000000,
0.891992,0.890715,0.891354,0.489523,0.890715,0.000009,0.444907,324.000000,
0.893596,0.893228,0.893412,0.469783,0.893228,0.000007,0.421273,378.000000,
0.891353,0.892035,0.891694,0.472272,0.893228,0.000004,0.298642,432.000000,
0.894861,0.896364,0.895613,0.456706,0.896364,0.000002,0.319061,486.000000,
0.895370,0.896584,0.895977,0.456315,0.896584,0.000000,0.295147,540.000000,
