val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.873495,0.870117,0.871806,0.561889,0.870117,0.000020,2.288384,54.000000,
0.891837,0.891778,0.891807,0.535984,0.891778,0.000018,0.681868,108.000000,
0.886906,0.891526,0.889216,0.605308,0.891778,0.000016,0.593613,162.000000,
0.894487,0.893360,0.893923,0.493121,0.893360,0.000013,0.447398,216.000000,
0.895801,0.892816,0.894308,0.466205,0.893360,0.000011,0.344404,270.000000,
0.902757,0.900541,0.901649,0.472205,0.900541,0.000009,0.359869,324.000000,
0.905175,0.903019,0.904097,0.447483,0.903019,0.000007,0.291892,378.000000,
0.902491,0.901002,0.901746,0.476574,0.903019,0.000004,0.215175,432.000000,
0.904755,0.902440,0.903597,0.451182,0.903019,0.000002,0.201761,486.000000,
0.903463,0.901673,0.902568,0.443678,0.903019,0.000000,0.194933,540.000000,
