val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.804325,0.812084,0.808205,0.812722,0.812084,0.000020,4.847704,54.000000,
0.866331,0.869548,0.867939,0.604157,0.869548,0.000018,0.823782,108.000000,
0.883152,0.889381,0.886266,0.564189,0.889381,0.000016,0.626454,162.000000,
0.890176,0.892732,0.891454,0.526532,0.892732,0.000013,0.509579,216.000000,
0.895315,0.895989,0.895652,0.495728,0.895989,0.000011,0.412244,270.000000,
0.895773,0.894142,0.894957,0.459667,0.895989,0.000009,0.405716,324.000000,
0.893808,0.894185,0.893996,0.477364,0.895989,0.000007,0.334965,378.000000,
0.898155,0.896654,0.897404,0.500674,0.896654,0.000004,0.274017,432.000000,
0.896384,0.897612,0.896998,0.472419,0.897612,0.000002,0.279848,486.000000,
0.897753,0.897445,0.897599,0.464812,0.897612,0.000000,0.243806,540.000000,
