val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.212579,0.755136,0.212579,0.000020,0.572146,80.000000,
0.549063,0.441352,0.549063,0.000018,0.464846,160.000000,
0.580278,0.446464,0.580278,0.000016,0.397083,240.000000,
0.533650,0.698050,0.580278,0.000013,0.286337,320.000000,
0.524047,0.576326,0.580278,0.000011,0.228837,400.000000,
0.565219,0.518001,0.580278,0.000009,0.214007,480.000000,
0.539268,0.882873,0.580278,0.000007,0.194299,560.000000,
0.570038,0.723730,0.580278,0.000005,0.124791,640.000000,
0.575107,0.744311,0.580278,0.000002,0.105897,720.000000,
0.575502,0.712122,0.580278,0.000000,0.107725,800.000000,
0.575502,0.712588,0.580278,0.000000,0.186595,804.000000,
