val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.452379,0.429790,0.441084,1.856063,0.429790,0.000020,8.213948,54.000000,
0.827669,0.841108,0.834388,0.709267,0.841108,0.000018,1.209743,108.000000,
0.857262,0.877341,0.867301,0.590080,0.877341,0.000016,0.700141,162.000000,
0.886781,0.889707,0.888244,0.493218,0.889707,0.000013,0.531387,216.000000,
0.890433,0.893640,0.892037,0.518884,0.893640,0.000011,0.443984,270.000000,
0.895368,0.897299,0.896334,0.469550,0.897299,0.000009,0.444812,324.000000,
0.891486,0.898491,0.894988,0.473562,0.898491,0.000007,0.441696,378.000000,
0.891952,0.898350,0.895151,0.466293,0.898491,0.000004,0.295643,432.000000,
0.896926,0.898673,0.897800,0.462255,0.898673,0.000002,0.265648,486.000000,
0.897122,0.899037,0.898080,0.445181,0.899037,0.000000,0.274665,540.000000,
