val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.873483,0.869959,0.871721,0.610589,0.869959,0.000020,2.564182,54.000000,
0.884343,0.883825,0.884084,0.617126,0.883825,0.000018,0.683259,108.000000,
0.892829,0.891678,0.892253,0.588308,0.891678,0.000016,0.610816,162.000000,
0.899754,0.899338,0.899546,0.491635,0.899338,0.000013,0.442977,216.000000,
0.898920,0.902221,0.900570,0.458914,0.902221,0.000011,0.346167,270.000000,
0.902670,0.902563,0.902617,0.423748,0.902563,0.000009,0.347765,324.000000,
0.903644,0.904866,0.904255,0.420225,0.904866,0.000007,0.289742,378.000000,
0.905825,0.903933,0.904879,0.446152,0.904866,0.000004,0.188618,432.000000,
0.907662,0.906600,0.907131,0.413154,0.906600,0.000002,0.214315,486.000000,
0.908072,0.906573,0.907323,0.419996,0.906600,0.000000,0.199337,540.000000,
